Year,#,Category,Nominee,Additional Info,Won?,Race,Multi-Racial?,Dynamic,Stereotype,Restricted Race Role,Helps main white pratagonist in their journey
1940,13th,Actress -- Leading Role,Katharine Hepburn,The Philadelphia Story {'Tracy Lord'},NO,White,,,,,
1940,13th,Actress -- Leading Role,Ginger Rogers,Kitty Foyle {'Kitty Foyle'},YES,White,,,,,
1940,13th,Actress -- Leading Role,Martha Scott,Our Town {'Emily Webb'},NO,White,,,,,
1940,13th,Actress -- Supporting Role,Judith Anderson,Rebecca {'Mrs. Danvers'},NO,White,,,,,
1940,13th,Actress -- Supporting Role,Jane Darwell,The Grapes of Wrath {'Ma Joad'},YES,White,,,,,
1940,13th,Actress -- Supporting Role,Ruth Hussey,The Philadelphia Story {'Liz Imbrie'},NO,White,,,,,
1940,13th,Actress -- Supporting Role,Barbara O'Neil,"All This, and Heaven Too {'Duchesse de Praslin'}",NO,White,,,,,
1940,13th,Actress -- Supporting Role,Marjorie Rambeau,Primrose Path {'Mamie Adams'},NO,White,,,,,
1939,12th,Actor -- Leading Role,Robert Donat,"Goodbye, Mr. Chips {'Mr. Chips'}",YES,White,,,,,
1939,12th,Actor -- Leading Role,Clark Gable,Gone with the Wind {'Rhett Butler'},NO,White,,,,,
1939,12th,Actor -- Leading Role,Laurence Olivier,Wuthering Heights {'Heathcliff'},NO,White,,,,,
1939,12th,Actor -- Leading Role,Mickey Rooney,Babes in Arms {'Mickey Moran'},NO,White,,,,,
1939,12th,Actor -- Leading Role,James Stewart,Mr. Smith Goes to Washington {'Jefferson Smith'},NO,White,,,,,
1939,12th,Actor -- Supporting Role,Brian Aherne,Juarez {'Emperor Maximilian von Habsburg'},NO,White,,,,,
1939,12th,Actor -- Supporting Role,Harry Carey,Mr. Smith Goes to Washington {'President of the Senate'},NO,White,,,,,
1939,12th,Actor -- Supporting Role,Brian Donlevy,Beau Geste {'Sergeant Markoff'},NO,White,,,,,
1939,12th,Actor -- Supporting Role,Thomas Mitchell,Stagecoach {'Dr. Josiah Boone'},YES,White,,,,,
1939,12th,Actor -- Supporting Role,Claude Rains,Mr. Smith Goes to Washington {'Senator Joseph Paine'},NO,White,,,,,
1939,12th,Actress -- Leading Role,Bette Davis,Dark Victory {'Judith Traherne'},NO,White,,,,,
1939,12th,Actress -- Leading Role,Irene Dunne,Love Affair {'Terry McKay'},NO,White,,,,,
1939,12th,Actress -- Leading Role,Greta Garbo,Ninotchka {'Lena Yakushova (Ninotchka)'},NO,White,,,,,
1939,12th,Actress -- Leading Role,Greer Garson,"Goodbye, Mr. Chips {'Katherine Chipping'}",NO,White,,,,,
1939,12th,Actress -- Leading Role,Vivien Leigh,Gone with the Wind {'Scarlett O'Hara'},YES,White,,,,,
1939,12th,Actress -- Supporting Role,Olivia de Havilland,Gone with the Wind {'Melanie Hamilton'},NO,White,,,,,
1939,12th,Actress -- Supporting Role,Geraldine Fitzgerald,Wuthering Heights {'Isabella'},NO,White,,,,,
1939,12th,Actress -- Supporting Role,Hattie McDaniel,Gone with the Wind {'Mammy'},YES,Black,,,Mammy,,
1939,12th,Actress -- Supporting Role,Edna May Oliver,Drums along the Mohawk {'Sarah McKlennar'},NO,White,,,,,
1939,12th,Actress -- Supporting Role,Maria Ouspenskaya,"Love Affair {'Grandmother, Mme. Marnay'}",NO,White,,,,,
1939,12th,Acting (other),To Judy Garland for her outstanding performance as a screen juvenile during the past year.,,YES,White,,,,,
1938,11th,Actor -- Leading Role,Charles Boyer,Algiers {'Pepe Le Moko'},NO,White,,,,,
1938,11th,Actor -- Leading Role,James Cagney,Angels with Dirty Faces {'Rocky Sullivan'},NO,White,,,,,
1938,11th,Actor -- Leading Role,Robert Donat,The Citadel {'Andrew Mason'},NO,White,,,,,
1938,11th,Actor -- Leading Role,Leslie Howard,Pygmalion {'Professor Henry Higgins'},NO,White,,,,,
1938,11th,Actor -- Leading Role,Spencer Tracy,Boys Town {'Father Flanagan'},YES,White,,,,,
1938,11th,Actor -- Supporting Role,Walter Brennan,Kentucky {'Peter Goodwin'},YES,White,,,,,
1938,11th,Actor -- Supporting Role,John Garfield,Four Daughters {'Mickey Borden'},NO,White,,,,,
1938,11th,Actor -- Supporting Role,Gene Lockhart,Algiers {'Regis'},NO,White,,,,,
1938,11th,Actor -- Supporting Role,Robert Morley,Marie Antoinette {'King Louis XVI'},NO,White,,,,,
1938,11th,Actor -- Supporting Role,Basil Rathbone,If I Were King {'Louis XI'},NO,White,,,,,
1938,11th,Actress -- Leading Role,Fay Bainter,White Banners {'Hannah'},NO,White,,,,,
1938,11th,Actress -- Leading Role,Bette Davis,Jezebel {'Julie Morrison'},YES,White,,,,,
1938,11th,Actress -- Leading Role,Wendy Hiller,Pygmalion {'Eliza Doolittle'},NO,White,,,,,
1938,11th,Actress -- Leading Role,Norma Shearer,Marie Antoinette {'Marie Antoinette'},NO,White,,,,,
1938,11th,Actress -- Leading Role,Margaret Sullavan,Three Comrades {'Pat Hollmann'},NO,White,,,,,
1938,11th,Actress -- Supporting Role,Fay Bainter,Jezebel {'Aunt Belle Massey'},YES,White,,,,,
1938,11th,Actress -- Supporting Role,Beulah Bondi,Of Human Hearts {'Mary Wilkins'},NO,White,,,,,
1938,11th,Actress -- Supporting Role,Billie Burke,Merrily We Live {'Mrs. Emily Kilbourne'},NO,White,,,,,
1938,11th,Actress -- Supporting Role,Spring Byington,You Can't Take It with You {'Penny Sycamore'},NO,White,,,,,
1938,11th,Actress -- Supporting Role,Miliza Korjus,The Great Waltz {'Carla Donner'},NO,White,,,,,
1938,11th,Acting (other),"To Deanna Durbin and Mickey Rooney for their significant contribution in bringing to the screen the spirit and personification of youth, and as juvenile players setting a high standard of ability and achievement.",,YES,White,,,,,
1937,10th,Actor -- Leading Role,Charles Boyer,Conquest {'Napoleon Bonaparte'},NO,White,,,,,
1937,10th,Actor -- Leading Role,Fredric March,A Star Is Born {'Norman Maine (Alfred Hinkel)'},NO,White,,,,,
1937,10th,Actor -- Leading Role,Robert Montgomery,Night Must Fall {'Danny'},NO,White,,,,,
1937,10th,Actor -- Leading Role,Paul Muni,The Life of Emile Zola {'Emile Zola'},NO,White,,,,,
1937,10th,Actor -- Leading Role,Spencer Tracy,Captains Courageous {'Manuel'},YES,White,,,,,
1937,10th,Actor -- Supporting Role,Ralph Bellamy,The Awful Truth {'Daniel Leeson'},NO,White,,,,,
1937,10th,Actor -- Supporting Role,Thomas Mitchell,The Hurricane {'Doctor Kersaint'},NO,White,,,,,
1937,10th,Actor -- Supporting Role,Joseph Schildkraut,The Life of Emile Zola {'Captain Alfred Dreyfus'},YES,White,,,,,
1937,10th,Actor -- Supporting Role,H. B. Warner,Lost Horizon {'Chang'},NO,White,,,,,
1937,10th,Actor -- Supporting Role,Roland Young,Topper {'Cosmo Topper'},NO,White,,,,,
1937,10th,Actress -- Leading Role,Irene Dunne,The Awful Truth {'Lucy Warriner'},NO,White,,,,,
1937,10th,Actress -- Leading Role,Greta Garbo,Camille {'Marguerite Gautier (Camille)'},NO,White,,,,,
1937,10th,Actress -- Leading Role,Janet Gaynor,A Star Is Born {'Esther Blodgett/Vicki Lester'},NO,White,,,,,
1937,10th,Actress -- Leading Role,Luise Rainer,The Good Earth {'O-Lan'},YES,White,,,,,
1937,10th,Actress -- Leading Role,Barbara Stanwyck,Stella Dallas {'Stella Dallas'},NO,White,,,,,
1937,10th,Actress -- Supporting Role,Alice Brady,In Old Chicago {'Molly O'Leary'},YES,White,,,,,
1937,10th,Actress -- Supporting Role,Andrea Leeds,Stage Door {'Kaye Hamilton'},NO,White,,,,,
1937,10th,Actress -- Supporting Role,Anne Shirley,Stella Dallas {'Laurel Dallas'},NO,White,,,,,
1937,10th,Actress -- Supporting Role,Claire Trevor,Dead End {'Francie'},NO,White,,,,,
1937,10th,Actress -- Supporting Role,Dame May Whitty,Night Must Fall {'Mrs. Bramson'},NO,White,,,,,
1936,9th,Actor -- Leading Role,Gary Cooper,Mr. Deeds Goes to Town {'Longfellow Deeds'},NO,White,,,,,
1936,9th,Actor -- Leading Role,Walter Huston,Dodsworth {'Sam Dodsworth'},NO,White,,,,,
1936,9th,Actor -- Leading Role,Paul Muni,The Story of Louis Pasteur {'Louis Pasteur'},YES,White,,,,,
1936,9th,Actor -- Leading Role,William Powell,My Man Godfrey {'Godfrey Parks'},NO,White,,,,,
1936,9th,Actor -- Leading Role,Spencer Tracy,San Francisco {'Father Tim Mullen'},NO,White,,,,,
1936,9th,Actor -- Supporting Role,Mischa Auer,My Man Godfrey {'Carlo'},NO,White,,,,,
1936,9th,Actor -- Supporting Role,Walter Brennan,Come and Get It {'Swan Bostrom'},YES,White,,,,,
1936,9th,Actor -- Supporting Role,Stuart Erwin,Pigskin Parade {'Amos Dodd'},NO,White,,,,,
1936,9th,Actor -- Supporting Role,Basil Rathbone,Romeo and Juliet {'Tybalt'},NO,White,,,,,
1936,9th,Actor -- Supporting Role,Akim Tamiroff,The General Died at Dawn {'General Yang'},NO,White,,,,,
1936,9th,Actress -- Leading Role,Irene Dunne,Theodora Goes Wild {'Theodora Lynn'},NO,White,,,,,
1936,9th,Actress -- Leading Role,Gladys George,Valiant Is the Word for Carrie {'Carrie Snyder'},NO,White,,,,,
1936,9th,Actress -- Leading Role,Carole Lombard,My Man Godfrey {'Irene Bullock'},NO,White,,,,,
1936,9th,Actress -- Leading Role,Luise Rainer,The Great Ziegfeld {'Anna Held'},YES,White,,,,,
1936,9th,Actress -- Leading Role,Norma Shearer,Romeo and Juliet {'Juliet'},NO,White,,,,,
1936,9th,Actress -- Supporting Role,Beulah Bondi,The Gorgeous Hussy {'Rachel Jackson'},NO,White,,,,,
1936,9th,Actress -- Supporting Role,Alice Brady,My Man Godfrey {'Angelica Bullock'},NO,White,,,,,
1936,9th,Actress -- Supporting Role,Bonita Granville,These Three {'Mary Tilford'},NO,White,,,,,
1936,9th,Actress -- Supporting Role,Maria Ouspenskaya,Dodsworth {'Baroness von Obersdorf'},NO,White,,,,,
1936,9th,Actress -- Supporting Role,Gale Sondergaard,Anthony Adverse {'Faith Paleologue'},YES,White,,,,,
1935,8th,Actor -- Leading Role,Clark Gable,Mutiny on the Bounty {'Fletcher Christian'},NO,White,,,,,
1935,8th,Actor -- Leading Role,Charles Laughton,Mutiny on the Bounty {'Captain Bligh'} [came in 3rd],NO,White,,,,,
1935,8th,Actor -- Leading Role,Victor McLaglen,The Informer {'Gypo Nolan'},YES,White,,,,,
1935,8th,Actor -- Leading Role,Paul Muni,Black Fury {'Joe Radek'} [came in 2nd],NO,White,,,,,
1935,8th,Actor -- Leading Role,Franchot Tone,Mutiny on the Bounty {'Roger Byam'},NO,White,,,,,
1935,8th,Actress -- Leading Role,Elisabeth Bergner,Escape Me Never {'Gemma Jones'} [came in 3rd],NO,White,,,,,
1935,8th,Actress -- Leading Role,Claudette Colbert,Private Worlds {'Jane Everest'},NO,White,,,,,
1935,8th,Actress -- Leading Role,Bette Davis,Dangerous {'Joyce Heath'},YES,White,,,,,
1935,8th,Actress -- Leading Role,Katharine Hepburn,Alice Adams {'Alice Adams'} [came in 2nd],NO,White,,,,,
1935,8th,Actress -- Leading Role,Miriam Hopkins,Becky Sharp {'Becky Sharp'},NO,White,,,,,
1935,8th,Actress -- Leading Role,Merle Oberon,The Dark Angel {'Kitty Vane'},NO,Asian,YES,,,,
1934,7th,Actor -- Leading Role,Clark Gable,It Happened One Night {'Peter Warne'},YES,White,,,,,
1934,7th,Actor -- Leading Role,Frank Morgan,"The Affairs of Cellini {'Allesandro, Duke of Florence'} [came in 2nd]",NO,White,,,,,
1934,7th,Actor -- Leading Role,William Powell,The Thin Man {'Nick Charles'} [came in 3rd],NO,White,,,,,
1934,7th,Actress -- Leading Role,Claudette Colbert,It Happened One Night {'Ellie Andrews'},YES,White,,,,,
1934,7th,Actress -- Leading Role,Bette Davis,Of Human Bondage {'Mildred'} [came in 3rd],NO,White,,,,,
1934,7th,Actress -- Leading Role,Grace Moore,One Night of Love {'Mary'},NO,White,,,,,
1934,7th,Actress -- Leading Role,Norma Shearer,The Barretts of Wimpole Street {'Elizabeth Barrett'} [came in 2nd],NO,White,,,,,
1934,7th,Acting (other),"To Shirley Temple, in grateful recognition of her outstanding contribution to screen entertainment during the year 1934.",,YES,White,,,,,
1932/33 ,6th,Actor -- Leading Role,Leslie Howard,Berkeley Square {'Peter Standish'} [came in 3rd],NO,White,,,,,
1932/33 ,6th,Actor -- Leading Role,Charles Laughton,The Private Life of Henry VIII {'Henry VIII'},YES,White,,,,,
1932/33 ,6th,Actor -- Leading Role,Paul Muni,I Am a Fugitive from a Chain Gang {'James Allen'} [came in 2nd],NO,White,,,,,
1932/33 ,6th,Actress -- Leading Role,Katharine Hepburn,Morning Glory {'Eva Lovelace'},YES,White,,,,,
1932/33 ,6th,Actress -- Leading Role,May Robson,Lady for a Day {'Apple Annie'} [came in 2nd],NO,White,,,,,
1932/33 ,6th,Actress -- Leading Role,Diana Wynyard,Cavalcade {'Jane Marryot'} [came in 3rd],NO,White,,,,,
1931/32 ,5th,Actor -- Leading Role,Wallace Beery,The Champ {'Champ'},YES,White,,,,,
1931/32 ,5th,Actor -- Leading Role,Alfred Lunt,The Guardsman {'The Actor'},NO,White,,,,,
1931/32 ,5th,Actor -- Leading Role,Fredric March,Dr. Jekyll and Mr. Hyde {'Dr. Henry Jekyll/Mr. Hyde'},YES,White,,,,,
1931/32 ,5th,Actress -- Leading Role,Marie Dressler,Emma {'Emma'},NO,White,,,,,
1931/32 ,5th,Actress -- Leading Role,Lynn Fontanne,The Guardsman {'The Actress'},NO,White,,,,,
1931/32 ,5th,Actress -- Leading Role,Helen Hayes,The Sin of Madelon Claudet {'Madelon'},YES,White,,,,,
1930/31 ,4th,Actor -- Leading Role,Lionel Barrymore,A Free Soul {'Stephen Ashe'},YES,White,,,,,
1930/31 ,4th,Actor -- Leading Role,Jackie Cooper,Skippy {'Skippy Skinner'},NO,White,,,,,
1930/31 ,4th,Actor -- Leading Role,Richard Dix,Cimarron {'Yancey Cravat'},NO,White,,,,,
1930/31 ,4th,Actor -- Leading Role,Fredric March,The Royal Family of Broadway {'Tony Cavendish'},NO,White,,,,,
1930/31 ,4th,Actor -- Leading Role,Adolphe Menjou,The Front Page {'Walter Burns'},NO,White,,,,,
1930/31 ,4th,Actress -- Leading Role,Marlene Dietrich,Morocco {'Amy Jolly'},NO,White,,,,,
1930/31 ,4th,Actress -- Leading Role,Marie Dressler,Min and Bill {'Min'},YES,White,,,,,
1930/31 ,4th,Actress -- Leading Role,Irene Dunne,Cimarron {'Sabra Cravat'},NO,White,,,,,
1930/31 ,4th,Actress -- Leading Role,Ann Harding,Holiday {'Linda Seton'},NO,White,,,,,
1930/31 ,4th,Actress -- Leading Role,Norma Shearer,A Free Soul {'Jan Ashe'},NO,White,,,,,
1929/30 ,3rd,Actor -- Leading Role,George Arliss,Disraeli {'Benjamin Disraeli'},YES,White,,,,,
1929/30 ,3rd,Actor -- Leading Role,George Arliss,"The Green Goddess {'Oxonian, the Rajah of Rukh'}",NO,White,,,,,
1929/30 ,3rd,Actor -- Leading Role,Wallace Beery,The Big House {''Machine Gun' Butch Schmidt'},NO,White,,,,,
1929/30 ,3rd,Actor -- Leading Role,Maurice Chevalier,The Big Pond {'Pierre Mirande'}; and The Love Parade {'Count Alfred Renard'},NO,White,,,,,
1929/30 ,3rd,Actor -- Leading Role,Ronald Colman,Bulldog Drummond {'Hugh 'Bulldog' Drummond'}; and Condemned {'Michel'},NO,White,,,,,
1929/30 ,3rd,Actor -- Leading Role,Lawrence Tibbett,The Rogue Song {'Yegor'},NO,White,,,,,
1929/30 ,3rd,Actress -- Leading Role,Nancy Carroll,The Devil's Holiday {'Hallie Hobart'},NO,White,,,,,
1929/30 ,3rd,Actress -- Leading Role,Ruth Chatterton,Sarah and Son {'Sarah Storm'},NO,White,,,,,
1929/30 ,3rd,Actress -- Leading Role,Greta Garbo,Anna Christie {'Anna Christie'}; and Romance {'Madame Rita Cavallini'},NO,White,,,,,
1929/30 ,3rd,Actress -- Leading Role,Norma Shearer,The Divorcee {'Jerry'},YES,White,,,,,
1929/30 ,3rd,Actress -- Leading Role,Norma Shearer,Their Own Desire {'Lucia 'Lally' Marlett'},NO,White,,,,,
1929/30 ,3rd,Actress -- Leading Role,Gloria Swanson,The Trespasser {'Marion Donnell'},NO,White,,,,,
1928/29 ,2nd,Actor -- Leading Role,George Bancroft,Thunderbolt {'Thunderbolt Jim Lang'},NO,White,,,,,
1928/29 ,2nd,Actor -- Leading Role,Warner Baxter,In Old Arizona {'The Cisco Kid'},YES,White,,,,,
1928/29 ,2nd,Actor -- Leading Role,Chester Morris,"Alibi {'No. 1065, Chick Williams'}",NO,White,,,,,
1928/29 ,2nd,Actor -- Leading Role,Paul Muni,The Valiant {'James Dyke'},NO,White,,,,,
1928/29 ,2nd,Actor -- Leading Role,Lewis Stone,The Patriot {'Count Pahlen'},NO,White,,,,,
1928/29 ,2nd,Actress -- Leading Role,Ruth Chatterton,Madame X {'Jacqueline Floriot'},NO,White,,,,,
1928/29 ,2nd,Actress -- Leading Role,Betty Compson,The Barker {'Carrie'},NO,White,,,,,
1928/29 ,2nd,Actress -- Leading Role,Jeanne Eagels,The Letter {'Leslie Crosbie'},NO,White,,,,,
1928/29 ,2nd,Actress -- Leading Role,Corinne Griffith,"The Divine Lady {'Emma Hart, Lady Hamilton'}",NO,White,,,,,
1928/29 ,2nd,Actress -- Leading Role,Bessie Love,The Broadway Melody {'Hank Mahoney'},NO,White,,,,,
1928/29 ,2nd,Actress -- Leading Role,Mary Pickford,Coquette {'Norma Besant'},YES,White,,,,,
1927/28 ,1st,Actor -- Leading Role,Richard Barthelmess,The Noose {'Nickie Elkins'}; and The Patent Leather Kid {'The Patent Leather Kid'},NO,White,,,,,
1927/28 ,1st,Actor -- Leading Role,Emil Jannings,The Last Command {'General Dolgorucki [Grand Duke Sergius Alexander]'}; and The Way of All Flesh {'August Schilling'},YES,White,,,,,
1927/28 ,1st,Actor -- Leading Role,"To Charles Chaplin, for acting, writing, directing and producing The Circus.[NOTE: The Academy Board of Judges on merit awards for individual achievements in motion picture arts during the year ending August 1, 1928, unanimously decided that your name should be removed from the competitive classes, and that a special first award be conferred upon you for writing, acting, directing and producing The Circus. The collective accomplishments thus displayed place you in a class by yourself. (Letter from the Academy to Mr. Chaplin, dated February 19, 1929.)]",,YES,White,,,,,
1927/28 ,1st,Actress -- Leading Role,Louise Dresser,A Ship Comes In {'Mrs. Pleznik'},NO,White,,,,,
1927/28 ,1st,Actress -- Leading Role,Janet Gaynor,7th Heaven {'Diane'}; Street Angel {'Angela'}; and Sunrise {'The Wife'},YES,White,,,,,
1927/28 ,1st,Actress -- Leading Role,Gloria Swanson,Sadie Thompson {'Sadie Thompson'},NO,White,,,,,
1927/28 ,1st,Acting (other),"To Charles Chaplin, for acting, writing, directing and producing The Circus.[NOTE: The Academy Board of Judges on merit awards for individual achievements in motion picture arts during the year ending August 1, 1928, unanimously decided that your name should be removed from the competitive classes, and that a special first award be conferred upon you for writing, acting, directing and producing The Circus. The collective accomplishments thus displayed place you in a class by yourself. (Letter from the Academy to Mr. Chaplin, dated February 19, 1929.)]",,YES,White,,,,,
2012,85th,Actress -- Supporting Role,Amy Adams ," The Master {""Peggy Dodd""}",NO,White,,,,,
2012,85th,Actress -- Supporting Role,Sally Field ," Lincoln {""Mary Todd Lincoln""}",NO,White,,,,,
2012,85th,Actress -- Supporting Role,Anne Hathaway ," Les Misérables {""Fantine""}",YES,White,,,,,
2012,85th,Actress -- Supporting Role,Helen Hunt ," The Sessions {""Cheryl""}",NO,White,,,,,
2012,85th,Actress -- Supporting Role,Jacki Weaver ," Silver Linings Playbook {""Dolores""}",NO,White,,,,,
