Year,#,Category,Nominee,Additional Info,Won?,Race,Multi-Racial?,Dynamic,Stereotype,Restricted Race Role,Helps main white pratagonist in their journey
1977,50th,Actor -- Supporting Role,Alec Guinness,Star Wars {'Ben 'Obi-Wan' Kenobi'},NO,White,,,,,
1977,50th,Actor -- Supporting Role,Jason Robards,Julia {'Dashiell Hammett'},YES,White,,,,,
1977,50th,Actor -- Supporting Role,Maximilian Schell,Julia {'Johann'},NO,White,,,,,
1977,50th,Actress -- Leading Role,Anne Bancroft,The Turning Point {'Emma Jacklin'},NO,White,,,,,
1977,50th,Actress -- Leading Role,Jane Fonda,Julia {'Lillian Hellman'},NO,White,,,,,
1977,50th,Actress -- Leading Role,Diane Keaton,Annie Hall {'Annie Hall'},YES,White,,,,,
1977,50th,Actress -- Leading Role,Shirley MacLaine,The Turning Point {'Deedee Rodgers'},NO,White,,,,,
1977,50th,Actress -- Leading Role,Marsha Mason,The Goodbye Girl {'Paula McFadden'},NO,White,,,,,
1977,50th,Actress -- Supporting Role,Leslie Browne,The Turning Point {'Emilia Rodgers'},NO,White,,,,,
1977,50th,Actress -- Supporting Role,Quinn Cummings,The Goodbye Girl {'Lucy McFadden'},NO,White,,,,,
1977,50th,Actress -- Supporting Role,Melinda Dillon,Close Encounters of the Third Kind {'Jillian Guiler'},NO,White,,,,,
1977,50th,Actress -- Supporting Role,Vanessa Redgrave,Julia {'Julia'},YES,White,,,,,
1977,50th,Actress -- Supporting Role,Tuesday Weld,Looking for Mr. Goodbar {'Katherine Dunn'},NO,White,,,,,
1976,49th,Actor -- Leading Role,Robert De Niro,Taxi Driver {'Travis Bickle'},NO,White,,,,,
1976,49th,Actor -- Leading Role,Peter Finch,Network {'Howard Beale'},YES,White,,,,,
1976,49th,Actor -- Leading Role,Giancarlo Giannini,Seven Beauties {'Pasqualino Frafuso'},NO,White,,,,,
1976,49th,Actor -- Leading Role,William Holden,Network {'Max Schumacher'},NO,White,,,,,
1976,49th,Actor -- Leading Role,Sylvester Stallone,Rocky {'Rocky Balboa'},NO,White,,,,,
1976,49th,Actor -- Supporting Role,Ned Beatty,Network {'Arthur Jensen'},NO,White,,,,,
1976,49th,Actor -- Supporting Role,Burgess Meredith,Rocky {'Mickey'},NO,White,,,,,
1976,49th,Actor -- Supporting Role,Laurence Olivier,Marathon Man {'Szell'},NO,White,,,,,
1976,49th,Actor -- Supporting Role,Jason Robards,All the President's Men {'Ben Bradlee'},YES,White,,,,,
1976,49th,Actor -- Supporting Role,Burt Young,Rocky {'Paulie'},NO,White,,,,,
1976,49th,Actress -- Leading Role,Marie-Christine Barrault,"Cousin, Cousine {'Marthe'}",NO,White,,,,,
1976,49th,Actress -- Leading Role,Faye Dunaway,Network {'Diana Christensen'},YES,White,,,,,
1976,49th,Actress -- Leading Role,Talia Shire,Rocky {'Adrian'},NO,White,,,,,
1976,49th,Actress -- Leading Role,Sissy Spacek,Carrie {'Carrie White'},NO,White,,,,,
1976,49th,Actress -- Leading Role,Liv Ullmann,Face to Face {'Dr. Jenny Isaksson'},NO,White,,,,,
1976,49th,Actress -- Supporting Role,Jane Alexander,All the President's Men {'The Bookkeeper'},NO,White,,,,,
1976,49th,Actress -- Supporting Role,Jodie Foster,Taxi Driver {'Iris'},NO,White,,,,,
1976,49th,Actress -- Supporting Role,Lee Grant,Voyage of the Damned {'Lilian Rosen'},NO,White,,,,,
1976,49th,Actress -- Supporting Role,Piper Laurie,Carrie {'Margaret White'},NO,White,,,,,
1976,49th,Actress -- Supporting Role,Beatrice Straight,Network {'Louise Schumacher'},YES,White,,,,,
1975,48th,Actor -- Leading Role,Walter Matthau,The Sunshine Boys {'Willy Clark'},NO,White,,,,,
1975,48th,Actor -- Leading Role,Jack Nicholson,One Flew over the Cuckoo's Nest {'Randle Patrick McMurphy'},YES,White,,,,,
1975,48th,Actor -- Leading Role,Al Pacino,Dog Day Afternoon {'Sonny'},NO,White,,,,,
1975,48th,Actor -- Leading Role,Maximilian Schell,The Man in the Glass Booth {'Arthur Goldman'},NO,White,,,,,
1975,48th,Actor -- Leading Role,James Whitmore,"Give 'em Hell, Harry! {'Harry S. Truman'}",NO,White,,,,,
1975,48th,Actor -- Supporting Role,George Burns,The Sunshine Boys {'Al Lewis'},YES,White,,,,,
1975,48th,Actor -- Supporting Role,Brad Dourif,One Flew over the Cuckoo's Nest {'Billy Bibbit'},NO,White,,,,,
1975,48th,Actor -- Supporting Role,Burgess Meredith,The Day of the Locust {'Harry'},NO,White,,,,,
1975,48th,Actor -- Supporting Role,Chris Sarandon,Dog Day Afternoon {'Leon'},NO,White,,,,,
1975,48th,Actor -- Supporting Role,Jack Warden,Shampoo {'Lester Carr'},NO,White,,,,,
1975,48th,Actress -- Leading Role,Isabelle Adjani,The Story of Adele H. {'Adele Hugo'},NO,White,,,,,
1975,48th,Actress -- Leading Role,Ann-Margret,Tommy {'Nora Walker Hobbs'},NO,White,,,,,
1975,48th,Actress -- Leading Role,Louise Fletcher,One Flew over the Cuckoo's Nest {'Nurse Mildred Ratched'},YES,White,,,,,
1975,48th,Actress -- Leading Role,Glenda Jackson,Hedda {'Hedda Gabler'},NO,White,,,,,
1975,48th,Actress -- Leading Role,Carol Kane,Hester Street {'Gitl'},NO,White,,,,,
1975,48th,Actress -- Supporting Role,Ronee Blakley,Nashville {'Barbara Jean'},NO,White,,,,,
1975,48th,Actress -- Supporting Role,Lee Grant,Shampoo {'Felicia Karpf'},YES,White,,,,,
1975,48th,Actress -- Supporting Role,Sylvia Miles,"Farewell, My Lovely {'Mrs. Florian'}",NO,White,,,,,
1975,48th,Actress -- Supporting Role,Lily Tomlin,Nashville {'Linnea Reese'},NO,White,,,,,
1975,48th,Actress -- Supporting Role,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough {'Linda'},NO,White,,,,,
1974,47th,Actor -- Leading Role,Art Carney,Harry and Tonto {'Harry'},YES,White,,,,,
1974,47th,Actor -- Leading Role,Albert Finney,Murder on the Orient Express {'Hercule Poirot'},NO,White,,,,,
1974,47th,Actor -- Leading Role,Dustin Hoffman,Lenny {'Lenny Bruce'},NO,White,,,,,
1974,47th,Actor -- Leading Role,Jack Nicholson,Chinatown {'J. J. Gittes'},NO,White,,,,,
1974,47th,Actor -- Leading Role,Al Pacino,The Godfather Part II {'Michael Corleone'},NO,White,,,,,
1974,47th,Actor -- Supporting Role,Fred Astaire,The Towering Inferno {'Harlee Claiborne'},NO,White,,,,,
1974,47th,Actor -- Supporting Role,Jeff Bridges,Thunderbolt and Lightfoot {'Lightfoot'},NO,White,,,,,
1974,47th,Actor -- Supporting Role,Robert De Niro,The Godfather Part II {'Vito Corleone'},YES,White,,,,,
1974,47th,Actor -- Supporting Role,Michael V. Gazzo,The Godfather Part II {'Frankie Pentangeli'},NO,White,,,,,
1974,47th,Actor -- Supporting Role,Lee Strasberg,The Godfather Part II {'Hyman Roth'},NO,White,,,,,
1974,47th,Actress -- Leading Role,Ellen Burstyn,Alice Doesn't Live Here Anymore {'Alice Hyatt'},YES,White,,,,,
1974,47th,Actress -- Leading Role,Diahann Carroll,Claudine {'Claudine'},NO,Black,,,,,
1974,47th,Actress -- Leading Role,Faye Dunaway,Chinatown {'Evelyn Cross Mulwray'},NO,White,,,,,
1974,47th,Actress -- Leading Role,Valerie Perrine,Lenny {'Honey Bruce'},NO,White,,,,,
1974,47th,Actress -- Leading Role,Gena Rowlands,A Woman under the Influence {'Mabel Longhetti'},NO,White,,,,,
1974,47th,Actress -- Supporting Role,Ingrid Bergman,Murder on the Orient Express {'Greta Ohlsson'},YES,White,,,,,
1974,47th,Actress -- Supporting Role,Valentina Cortese,Day for Night {'Severine'},NO,White,,,,,
1974,47th,Actress -- Supporting Role,Madeline Kahn,Blazing Saddles {'Lili Von Shtupp'},NO,White,,,,,
1974,47th,Actress -- Supporting Role,Diane Ladd,Alice Doesn't Live Here Anymore {'Flo'},NO,White,,,,,
1974,47th,Actress -- Supporting Role,Talia Shire,The Godfather Part II {'Connie Corleone'},NO,White,,,,,
1973,46th,Actor -- Leading Role,Marlon Brando,Last Tango in Paris {'Paul'},NO,White,,,,,
1973,46th,Actor -- Leading Role,Jack Lemmon,Save the Tiger {'Harry Stoner'},YES,White,,,,,
1973,46th,Actor -- Leading Role,Jack Nicholson,The Last Detail {'Signalman First Class Buddusky'},NO,White,,,,,
1973,46th,Actor -- Leading Role,Al Pacino,Serpico {'Frank Serpico'},NO,White,,,,,
1973,46th,Actor -- Leading Role,Robert Redford,The Sting {'Johnny Hooker'},NO,White,,,,,
1973,46th,Actor -- Supporting Role,Vincent Gardenia,Bang the Drum Slowly {'Dutch Schnell'},NO,White,,,,,
1973,46th,Actor -- Supporting Role,Jack Gilford,Save the Tiger {'Phil Greene'},NO,White,,,,,
1973,46th,Actor -- Supporting Role,John Houseman,The Paper Chase {'Professor Kingsfield'},YES,White,,,,,
1973,46th,Actor -- Supporting Role,Jason Miller,The Exorcist {'Father Damian Karras'},NO,White,,,,,
1973,46th,Actor -- Supporting Role,Randy Quaid,The Last Detail {'Meadows'},NO,White,,,,,
1973,46th,Actress -- Leading Role,Ellen Burstyn,The Exorcist {'Chris MacNeil'},NO,White,,,,,
1973,46th,Actress -- Leading Role,Glenda Jackson,A Touch of Class {'Vicki Allessio'},YES,White,,,,,
1973,46th,Actress -- Leading Role,Marsha Mason,Cinderella Liberty {'Maggie Paul'},NO,White,,,,,
1973,46th,Actress -- Leading Role,Barbra Streisand,The Way We Were {'Katie Morosky'},NO,White,,,,,
1973,46th,Actress -- Leading Role,Joanne Woodward,"Summer Wishes, Winter Dreams {'Rita Walden'}",NO,White,,,,,
1973,46th,Actress -- Supporting Role,Linda Blair,The Exorcist {'Regan MacNeil'},NO,White,,,,,
1973,46th,Actress -- Supporting Role,Candy Clark,American Graffiti {'Debbie'},NO,White,,,,,
1973,46th,Actress -- Supporting Role,Madeline Kahn,Paper Moon {'Trixie Delight'},NO,White,,,,,
1973,46th,Actress -- Supporting Role,Tatum O'Neal,Paper Moon {'Addie Loggins'},YES,White,,,,,
1973,46th,Actress -- Supporting Role,Sylvia Sidney,"Summer Wishes, Winter Dreams {'Mrs. Pritchett'}",NO,White,,,,,
1972,45th,Actor -- Leading Role,Marlon Brando,The Godfather {'Don Vito Corleone'},YES,White,,,,,
1972,45th,Actor -- Leading Role,Michael Caine,Sleuth {'Milo Tindale'},NO,White,,,,,
1972,45th,Actor -- Leading Role,Laurence Olivier,Sleuth {'Andrew Wyke'},NO,White,,,,,
1972,45th,Actor -- Leading Role,Peter O'Toole,"The Ruling Class {'Jack, 14th Earl of Gurney'}",NO,White,,,,,
1972,45th,Actor -- Leading Role,Paul Winfield,Sounder {'Nathan Lee Morgan'},NO,Black,,,,,
1972,45th,Actor -- Supporting Role,Eddie Albert,The Heartbreak Kid {'Mr. Corcoran'},NO,White,,,,,
1972,45th,Actor -- Supporting Role,James Caan,The Godfather {'Sonny Corleone'},NO,White,,,,,
1972,45th,Actor -- Supporting Role,Robert Duvall,The Godfather {'Tom Hagen'},NO,White,,,,,
1972,45th,Actor -- Supporting Role,Joel Grey,Cabaret {'The Master of Ceremonies'},YES,White,,,,,
1972,45th,Actor -- Supporting Role,Al Pacino,The Godfather {'Michael Corleone'},NO,White,,,,,
1972,45th,Actress -- Leading Role,Liza Minnelli,Cabaret {'Sally Bowles'},YES,White,,,,,
1972,45th,Actress -- Leading Role,Diana Ross,Lady Sings the Blues {'Billie Holiday'},NO,Black,,,,,
1972,45th,Actress -- Leading Role,Maggie Smith,Travels with My Aunt {'Aunt Augusta'},NO,White,,,,,
1972,45th,Actress -- Leading Role,Cicely Tyson,Sounder {'Rebecca Morgan'},NO,Black,,,,,
1972,45th,Actress -- Leading Role,Liv Ullmann,The Emigrants {'Kristina'},NO,White,,,,,
1972,45th,Actress -- Supporting Role,Jeannie Berlin,The Heartbreak Kid {'Lila'},NO,White,,,,,
1972,45th,Actress -- Supporting Role,Eileen Heckart,Butterflies Are Free {'Mrs. Baker'},YES,White,,,,,
1972,45th,Actress -- Supporting Role,Geraldine Page,Pete 'n' Tillie {'Gertrude'},NO,White,,,,,
1972,45th,Actress -- Supporting Role,Susan Tyrrell,Fat City {'Oma'},NO,White,,,,,
1972,45th,Actress -- Supporting Role,Shelley Winters,The Poseidon Adventure {'Belle Rosen'},NO,White,,,,,
1971,44th,Actor -- Leading Role,Peter Finch,Sunday Bloody Sunday {'Dr. Daniel Hirsh'},NO,White,,,,,
1971,44th,Actor -- Leading Role,Gene Hackman,The French Connection {'Jimmy 'Popeye' Doyle'},YES,White,,,,,
1971,44th,Actor -- Leading Role,Walter Matthau,Kotch {'Joseph P. Kotcher'},NO,White,,,,,
1971,44th,Actor -- Leading Role,George C. Scott,The Hospital {'Dr. Herbert Bock'},NO,White,,,,,
1971,44th,Actor -- Leading Role,Topol,Fiddler on the Roof {'Tevye'},NO,White,,,,,
1971,44th,Actor -- Supporting Role,Jeff Bridges,The Last Picture Show {'Duane Jackson'},NO,White,,,,,
1971,44th,Actor -- Supporting Role,Leonard Frey,Fiddler on the Roof {'Motel'},NO,White,,,,,
1971,44th,Actor -- Supporting Role,Richard Jaeckel,Sometimes a Great Notion {'Joe Ben Stamper'},NO,White,,,,,
1971,44th,Actor -- Supporting Role,Ben Johnson,The Last Picture Show {'Sam the Lion'},YES,White,,,,,
1971,44th,Actor -- Supporting Role,Roy Scheider,The French Connection {'Buddy Russo'},NO,White,,,,,
1971,44th,Actress -- Leading Role,Julie Christie,McCabe & Mrs. Miller {'Mrs. Constance Miller'},NO,White,,,,,
1971,44th,Actress -- Leading Role,Jane Fonda,Klute {'Bree Daniel'},YES,White,,,,,
1971,44th,Actress -- Leading Role,Glenda Jackson,Sunday Bloody Sunday {'Alex Greville'},NO,White,,,,,
1971,44th,Actress -- Leading Role,Vanessa Redgrave,"Mary, Queen of Scots {'Mary, Queen of Scots'}",NO,White,,,,,
1971,44th,Actress -- Leading Role,Janet Suzman,Nicholas and Alexandra {'Alexandra'},NO,White,,,,,
1971,44th,Actress -- Supporting Role,Ann-Margret,Carnal Knowledge {'Bobbie'},NO,White,,,,,
1971,44th,Actress -- Supporting Role,Ellen Burstyn,The Last Picture Show {'Lois Farrow'},NO,White,,,,,
1971,44th,Actress -- Supporting Role,Barbara Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me? {'Allison'},NO,White,,,,,
1971,44th,Actress -- Supporting Role,Cloris Leachman,The Last Picture Show {'Ruth Popper'},YES,White,,,,,
1971,44th,Actress -- Supporting Role,Margaret Leighton,The Go-Between {'Mrs. Maudsley'},NO,White,,,,,
1970,43rd,Actor -- Leading Role,Melvyn Douglas,I Never Sang for My Father {'Tom Garrison'},NO,White,,,,,
1970,43rd,Actor -- Leading Role,James Earl Jones,The Great White Hope {'Jack Jefferson'},NO,Black,,,,,
1970,43rd,Actor -- Leading Role,Jack Nicholson,Five Easy Pieces {'Robert Eroica Dupea'},NO,White,,,,,
1970,43rd,Actor -- Leading Role,Ryan O'Neal,Love Story {'Oliver Barrett IV'},NO,White,,,,,
1970,43rd,Actor -- Leading Role,George C. Scott,"Patton {'General George S. Patton, Jr.'}",YES,White,,,,,
1970,43rd,Actor -- Supporting Role,Richard Castellano,Lovers and Other Strangers {'Frank Vecchio'},NO,White,,,,,
1970,43rd,Actor -- Supporting Role,Chief Dan George,Little Big Man {'Old Lodge Skins'},NO,Native American,,,,,
1970,43rd,Actor -- Supporting Role,Gene Hackman,I Never Sang for My Father {'Gene Garrison'},NO,White,,,,,
1970,43rd,Actor -- Supporting Role,John Marley,Love Story {'Phil Cavilleri'},NO,White,,,,,
1970,43rd,Actor -- Supporting Role,John Mills,Ryan's Daughter {'Michael'},YES,White,,,,,
1970,43rd,Actress -- Leading Role,Jane Alexander,The Great White Hope {'Eleanor Bachman'},NO,White,,,,,
1970,43rd,Actress -- Leading Role,Glenda Jackson,Women in Love {'Gudrun Brangwen'},YES,White,,,,,
1970,43rd,Actress -- Leading Role,Ali MacGraw,Love Story {'Jenny Cavilleri'},NO,White,,,,,
1970,43rd,Actress -- Leading Role,Sarah Miles,Ryan's Daughter {'Rosy Ryan'},NO,White,,,,,
1970,43rd,Actress -- Leading Role,Carrie Snodgress,Diary of a Mad Housewife {'Tina Balser'},NO,White,,,,,
1970,43rd,Actress -- Supporting Role,Karen Black,Five Easy Pieces {'Rayette Dipesto'},NO,White,,,,,
1970,43rd,Actress -- Supporting Role,Lee Grant,The Landlord {'Mrs. Enders'},NO,White,,,,,
1970,43rd,Actress -- Supporting Role,Helen Hayes,Airport {'Ada Quonsett'},YES,White,,,,,
1970,43rd,Actress -- Supporting Role,Sally Kellerman,M*A*S*H {'Major Margaret 'Hot Lips' Houlihan'},NO,White,,,,,
1970,43rd,Actress -- Supporting Role,Maureen Stapleton,Airport {'Inez Guerrero'},NO,White,,,,,
1969,42nd,Actor -- Leading Role,Richard Burton,Anne of the Thousand Days {'King Henry VIII'},NO,White,,,,,
1969,42nd,Actor -- Leading Role,Dustin Hoffman,Midnight Cowboy {'Ratso Rizzo'},NO,White,,,,,
1969,42nd,Actor -- Leading Role,Peter O'Toole,"Goodbye, Mr. Chips {'Arthur Chipping'}",NO,White,,,,,
1969,42nd,Actor -- Leading Role,Jon Voight,Midnight Cowboy {'Joe Buck'},NO,White,,,,,
1969,42nd,Actor -- Leading Role,John Wayne,True Grit {'Rooster Cogburn'},YES,White,,,,,
1969,42nd,Actor -- Supporting Role,Rupert Crosse,The Reivers {'Ned McCaslin'},NO,Black,,,,,
1969,42nd,Actor -- Supporting Role,Elliott Gould,Bob & Carol & Ted & Alice {'Ted Henderson'},NO,White,,,,,
1969,42nd,Actor -- Supporting Role,Jack Nicholson,Easy Rider {'George Hanson'},NO,White,,,,,
1969,42nd,Actor -- Supporting Role,Anthony Quayle,Anne of the Thousand Days {'Cardinal Wolsey'},NO,White,,,,,
1969,42nd,Actor -- Supporting Role,Gig Young,"They Shoot Horses, Don't They? {'Rocky'}",YES,White,,,,,
1969,42nd,Actress -- Leading Role,Genevieve Bujold,Anne of the Thousand Days {'Anne Boleyn'},NO,White,,,,,
1969,42nd,Actress -- Leading Role,Jane Fonda,"They Shoot Horses, Don't They? {'Gloria Beatty'}",NO,White,,,,,
1969,42nd,Actress -- Leading Role,Liza Minnelli,The Sterile Cuckoo {'Pookie Adams'},NO,White,,,,,
1969,42nd,Actress -- Leading Role,Jean Simmons,The Happy Ending {'Mary Wilson'},NO,White,,,,,
1969,42nd,Actress -- Leading Role,Maggie Smith,The Prime of Miss Jean Brodie {'Miss Jean Brodie'},YES,White,,,,,
1969,42nd,Actress -- Supporting Role,Catherine Burns,Last Summer {'Rhoda'},NO,White,,,,,
1969,42nd,Actress -- Supporting Role,Dyan Cannon,Bob & Carol & Ted & Alice {'Alice Henderson'},NO,White,,,,,
1969,42nd,Actress -- Supporting Role,Goldie Hawn,Cactus Flower {'Toni Simmons'},YES,White,,,,,
1969,42nd,Actress -- Supporting Role,Sylvia Miles,Midnight Cowboy {'Cass'},NO,White,,,,,
1969,42nd,Actress -- Supporting Role,Susannah York,"They Shoot Horses, Don't They? {'Alice'}",NO,White,,,,,
1968,41st,Actor -- Leading Role,Alan Arkin,The Heart Is a Lonely Hunter {'Singer'},NO,White,,,,,
1968,41st,Actor -- Leading Role,Alan Bates,The Fixer {'Yakov Bok'},NO,White,,,,,
1968,41st,Actor -- Leading Role,Ron Moody,Oliver! {'Fagin'},NO,White,,,,,
1968,41st,Actor -- Leading Role,Peter O'Toole,The Lion in Winter {'King Henry II'},NO,White,,,,,
1968,41st,Actor -- Leading Role,Cliff Robertson,Charly {'Charly Gordon'},YES,White,,,,,
1968,41st,Actor -- Supporting Role,Jack Albertson,The Subject Was Roses {'John Cleary'},YES,White,,,,,
1968,41st,Actor -- Supporting Role,Seymour Cassel,Faces {'Chet'},NO,White,,,,,
1968,41st,Actor -- Supporting Role,Daniel Massey,Star! {'Noel Coward'},NO,White,,,,,
1968,41st,Actor -- Supporting Role,Jack Wild,Oliver! {'The Artful Dodger'},NO,White,,,,,
1968,41st,Actor -- Supporting Role,Gene Wilder,The Producers {'Leo Bloom'},NO,White,,,,,
1968,41st,Actress -- Leading Role,Katharine Hepburn,The Lion in Winter {'Queen Eleanor of Aquitaine'},YES,White,,,,,
1968,41st,Actress -- Leading Role,Patricia Neal,The Subject Was Roses {'Nettie Cleary'},NO,White,,,,,
1968,41st,Actress -- Leading Role,Vanessa Redgrave,Isadora {'Isadora Duncan'},NO,White,,,,,
1968,41st,Actress -- Leading Role,Barbra Streisand,Funny Girl {'Fanny Brice'},YES,White,,,,,
1968,41st,Actress -- Leading Role,Joanne Woodward,"Rachel, Rachel {'Rachel Cameron'}",NO,White,,,,,
1968,41st,Actress -- Supporting Role,Lynn Carlin,Faces {'Maria Forst'},NO,White,,,,,
1968,41st,Actress -- Supporting Role,Ruth Gordon,Rosemary's Baby {'Minnie Castevet'},YES,White,,,,,
1968,41st,Actress -- Supporting Role,Sondra Locke,The Heart Is a Lonely Hunter {'Mick Kelly'},NO,White,,,,,
1968,41st,Actress -- Supporting Role,Kay Medford,Funny Girl {'Rose Brice'},NO,White,,,,,
1968,41st,Actress -- Supporting Role,Estelle Parsons,"Rachel, Rachel {'Calla Mackie'}",NO,White,,,,,
1967,40th,Actor -- Leading Role,Warren Beatty,Bonnie and Clyde {'Clyde Barrow'},NO,White,,,,,
1967,40th,Actor -- Leading Role,Dustin Hoffman,The Graduate {'Ben Braddock'},NO,White,,,,,
1967,40th,Actor -- Leading Role,Paul Newman,Cool Hand Luke {'Luke Jackson'},NO,White,,,,,
1967,40th,Actor -- Leading Role,Rod Steiger,In the Heat of the Night {'Police Chief Bill Gillespie'},YES,White,,,,,
1967,40th,Actor -- Leading Role,Spencer Tracy,Guess Who's Coming to Dinner {'Matt Drayton'},NO,White,,,,,
1967,40th,Actor -- Supporting Role,John Cassavetes,The Dirty Dozen {'Victor Franko'},NO,White,,,,,
1967,40th,Actor -- Supporting Role,Gene Hackman,Bonnie and Clyde {'Buck Barrow'},NO,White,,,,,
1967,40th,Actor -- Supporting Role,Cecil Kellaway,Guess Who's Coming to Dinner {'Monsignor Ryan'},NO,White,,,,,
1967,40th,Actor -- Supporting Role,George Kennedy,Cool Hand Luke {'Dragline'},YES,White,,,,,
1967,40th,Actor -- Supporting Role,Michael J. Pollard,Bonnie and Clyde {'C.W. Moss'},NO,White,,,,,
1967,40th,Actress -- Leading Role,Anne Bancroft,The Graduate {'Mrs. Robinson'},NO,White,,,,,
1967,40th,Actress -- Leading Role,Faye Dunaway,Bonnie and Clyde {'Bonnie Parker'},NO,White,,,,,
1967,40th,Actress -- Leading Role,Dame Edith Evans,The Whisperers {'Mrs. Ross'},NO,White,,,,,
1967,40th,Actress -- Leading Role,Audrey Hepburn,Wait until Dark {'Susy Hendrix'},NO,White,,,,,
1967,40th,Actress -- Leading Role,Katharine Hepburn,Guess Who's Coming to Dinner {'Christina Drayton'},YES,White,,,,,
1967,40th,Actress -- Supporting Role,Carol Channing,Thoroughly Modern Millie {'Muzzy Van Hossmere'},NO,White,,,,,
1967,40th,Actress -- Supporting Role,Mildred Natwick,Barefoot in the Park {'Mrs. Ethel Banks'},NO,White,,,,,
1967,40th,Actress -- Supporting Role,Estelle Parsons,Bonnie and Clyde {'Blanche Barrow'},YES,White,,,,,
1967,40th,Actress -- Supporting Role,Beah Richards,Guess Who's Coming to Dinner {'Mrs. Prentice'},NO,Black,,,,,
1967,40th,Actress -- Supporting Role,Katharine Ross,The Graduate {'Elaine Robinson'},NO,White,,,,,
1966,39th,Actor -- Leading Role,Alan Arkin,The Russians Are Coming The Russians Are Coming {'Rozanov'},NO,White,,,,,
1966,39th,Actor -- Leading Role,Richard Burton,Who's Afraid of Virginia Woolf? {'George'},NO,White,,,,,
1966,39th,Actor -- Leading Role,Michael Caine,Alfie {'Alfie'},NO,White,,,,,
1966,39th,Actor -- Leading Role,Steve McQueen,The Sand Pebbles {'Jake Holman'},NO,White,,,,,
1966,39th,Actor -- Leading Role,Paul Scofield,A Man for All Seasons {'Sir Thomas More'},YES,White,,,,,
1966,39th,Actor -- Supporting Role,Mako,The Sand Pebbles {'Po-Han'},NO,Asian,,,,,
1966,39th,Actor -- Supporting Role,James Mason,Georgy Girl {'James Leamington'},NO,White,,,,,
1966,39th,Actor -- Supporting Role,Walter Matthau,The Fortune Cookie {'Willie Gingrich'},YES,White,,,,,
1966,39th,Actor -- Supporting Role,George Segal,Who's Afraid of Virginia Woolf? {'Nick'},NO,White,,,,,
1966,39th,Actor -- Supporting Role,Robert Shaw,A Man for All Seasons {'King Henry VIII'},NO,White,,,,,
1966,39th,Actress -- Leading Role,Anouk Aimee,A Man and a Woman {'Anne Gauthier'},NO,White,,,,,
1966,39th,Actress -- Leading Role,Ida Kaminska,The Shop on Main Street {'Rozalie Lautmanova'},NO,White,,,,,
1966,39th,Actress -- Leading Role,Lynn Redgrave,Georgy Girl {'Georgy Parkin'},NO,White,,,,,
1966,39th,Actress -- Leading Role,Vanessa Redgrave,Morgan! {'Leonie Delt'},NO,White,,,,,
1966,39th,Actress -- Leading Role,Elizabeth Taylor,Who's Afraid of Virginia Woolf? {'Martha'},YES,White,,,,,
1966,39th,Actress -- Supporting Role,Sandy Dennis,Who's Afraid of Virginia Woolf? {'Honey'},YES,White,,,,,
1966,39th,Actress -- Supporting Role,Wendy Hiller,A Man for All Seasons {'Alice More'},NO,White,,,,,
1966,39th,Actress -- Supporting Role,Jocelyne Lagarde,Hawaii {'Malama'},NO,White,,,,,
1966,39th,Actress -- Supporting Role,Vivien Merchant,Alfie {'Lily'},NO,White,,,,,
1966,39th,Actress -- Supporting Role,Geraldine Page,You're a Big Boy Now {'Margary Chanticleer'},NO,White,,,,,
1965,38th,Actor -- Leading Role,Richard Burton,The Spy Who Came In from the Cold {'Alec Leamas'},NO,White,,,,,
1965,38th,Actor -- Leading Role,Lee Marvin,Cat Ballou {'Kid Shelleen/Tim Strawn'},YES,White,,,,,
1965,38th,Actor -- Leading Role,Laurence Olivier,Othello {'Othello'},NO,White,,,,,
1965,38th,Actor -- Leading Role,Rod Steiger,The Pawnbroker {'Sol Nazerman'},NO,White,,,,,
1965,38th,Actor -- Leading Role,Oskar Werner,Ship of Fools {'Dr. Schumann'},NO,White,,,,,
1965,38th,Actor -- Supporting Role,Martin Balsam,A Thousand Clowns {'Arnold Burns'},YES,White,,,,,
1965,38th,Actor -- Supporting Role,Ian Bannen,The Flight of the Phoenix {'Crow'},NO,White,,,,,
1965,38th,Actor -- Supporting Role,Tom Courtenay,Doctor Zhivago {'Pasha Antipov/Strelnikoff'},NO,White,,,,,
1965,38th,Actor -- Supporting Role,Michael Dunn,Ship of Fools {'Glocken'},NO,White,,,,,
1965,38th,Actor -- Supporting Role,Frank Finlay,Othello {'Iago'},NO,White,,,,,
1965,38th,Actress -- Leading Role,Julie Andrews,The Sound of Music {'Maria'},NO,White,,,,,
1965,38th,Actress -- Leading Role,Julie Christie,Darling {'Diana Scott'},YES,White,,,,,
1965,38th,Actress -- Leading Role,Samantha Eggar,The Collector {'Miranda Grey'},NO,White,,,,,
1965,38th,Actress -- Leading Role,Elizabeth Hartman,A Patch of Blue {'Selina D'Arcey'},NO,White,,,,,
1965,38th,Actress -- Leading Role,Simone Signoret,Ship of Fools {'La Condessa'},NO,White,,,,,
1965,38th,Actress -- Supporting Role,Ruth Gordon,Inside Daisy Clover {'The Dealer'},NO,White,,,,,
1965,38th,Actress -- Supporting Role,Joyce Redman,Othello {'Emilia'},NO,White,,,,,
1965,38th,Actress -- Supporting Role,Maggie Smith,Othello {'Desdemona'},NO,White,,,,,
